ProjectId,Project,ProjectType,ProjectCategory,City,Locality,SubLocality,Address,Landmark,Pincode,Configuration,BHK,PropertyCategory,PropertyType,PriceRaw,Price_INR,CarpetArea,Possession,Bathrooms,Balcony,ParkingType,FurnishedType,Lift,AgeOfProperty,Amenities,ProjectSummary,AboutProperty,MaintenanceCharges,FloorPlanImage,PropertyImages,Status,ProjectAge,ReraId,Slug
cmfdmdqmq0008vc90svu2sfto,Antriksh,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdkuymm0001vc90iiyzkr8d,"CTS NO 391, Station Rd, opp. Zilla Parishad, Mangalwar Peth, Somwar Peth, Pune, Maharashtra 411011",Station Road Saraswat Colony,411011,3BHK,3.0,RESIDENTIAL,3BHK,22900000,22900000.0,1095.0,Not Specified,3,2.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991499-74fa17a4c97985e2.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991505-2373b8e162de669f.jpg""]",UNDER_CONSTRUCTION,,"[""P52100019454"",""P52100047488""]",luxury-antriksh-somwarpeth-camp-pune-997560
cmfdnk2rz001rvc90t6aa3f0e,16 Lakaki,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdn705v001pvc90uyle9m34,"1102/A/48, Lakaki Rd, Model Colony, Shivajinagar, Pune, Maharashtra 411016",Model Colony,411016,Custom,,RESIDENTIAL,4.5BHK,55800000,55800000.0,2650.0,Not Specified,4,2.0,,UNFURNISHED,False,,Balcony,sdfghgvbndfgh,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757488967184-719e10b6efff3546.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757488967185-54cee65e85919c06.jpg""]",UNDER_CONSTRUCTION,,"[""P52100078263""]",16-lakaki-modelcolony-shivajinagar-pune-470663
cmfdro2w2002ivc90co2n24lb,Dinmanee ,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdn705v001pvc90uyle9m34,"Dinmanee, Squadron Leader Sureshchandra Bhagwat Rd, Model Colony, Shivajinagar, Pune, Maharashtra 411016",Bharat English School & jr. College,411016,3BHK,3.0,RESIDENTIAL,3BHK,25400000,25400000.0,1065.0,Not Specified,3,2.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757495874341-877b209a8dd708f2.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757495874342-f91c6d45130b2367.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100079399\""]""]",luxury-dinmanee--modelcolony-shivajinagar-pune-878430
cmfdssd190037vc90paoxv29h,Zoa Building - 2 Wing A,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfds8hud0030vc90h37juexd,"Sr.no.36 Zoa, keshav nagar,Neatr renuka mata Temple Mundhwa, pune 411036",Renuka mata mandir,411036,1BHK,1.0,RESIDENTIAL,1BHK,7499000,7499000.0,450.0,Not Specified,1,1.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751961-62a4a746ffb7d92a.jpeg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751961-e4b9f6b35ff84fc4.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100056199\""]""]",zoa-building-2-wing-a-keshavnagar-mundhwa-pune-757777
cmfdssd190037vc90paoxv29h,Zoa Building - 2 Wing A,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfds8hud0030vc90h37juexd,"Sr.no.36 Zoa, keshav nagar,Neatr renuka mata Temple Mundhwa, pune 411036",Renuka mata mandir,411036,2BHK,2.0,RESIDENTIAL,2BHK,14100000,14100000.0,850.0,Not Specified,2,2.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751962-8264b2f46aeac8b4.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751962-181b9fb00f69e030.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100056199\""]""]",zoa-building-2-wing-a-keshavnagar-mundhwa-pune-757777
cmfdu20970046vc90g587nym1,Leela by Empyrean Landmarks - Phase 1 & 2,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdt1o8c003zvc90uqngk7v6,"Survey no. 18-19, plot no. p7, river road, Thite Nagar, Kharadi, Pune, Maharashtra 411014",Shri Kshetra Kalbhairavnath Temple,411014,2BHK,2.0,RESIDENTIAL,2BHK,13600000,13600000.0,774.0,Not Specified,2,1.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882365-234e90325d589de6.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882366-5ff9be2083ac3230.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100078302\"",\""P52100052570\""]""]",leela-by-empyrean-landmar-thitenagar-kharadi-pune-887385
cmfdu20970046vc90g587nym1,Leela by Empyrean Landmarks - Phase 1 & 2,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdt1o8c003zvc90uqngk7v6,"Survey no. 18-19, plot no. p7, river road, Thite Nagar, Kharadi, Pune, Maharashtra 411014",Shri Kshetra Kalbhairavnath Temple,411014,3BHK,3.0,RESIDENTIAL,3BHK,13900000,13900000.0,1044.0,Not Specified,3,2.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882367-f956a3cf2e42cc2e.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882368-39d519773fe47182.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100078302\"",\""P52100052570\""]""]",leela-by-empyrean-landmar-thitenagar-kharadi-pune-887385
cmfdvkxeu0053vc90gquj3cbz,Midori Towers,RESIDENTIAL,TOWNSHIP,Not Specified,Not Specified,cmfdn705v001pvc90uyle9m34,"Sai Nagar, Mamurdi, Dehu Road, Maharashtra 412101",Sai nagar Rd,412101,2BHK,2.0,RESIDENTIAL,2BHK,66800000,66800000.0,912.0,Not Specified,2,1.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757502445782-c4d339912dac6059.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757502445783-07ddd86f8b94a188.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100047310\""]""]",midori-towers-modelcolony-shivajinagar-pune-449745
cmfdxi4sv005rvc90ygfhnzc9,Kedar Residency,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdn705v001pvc90uyle9m34,"MP78+P45, St Tukaram Nagar, Mamurdi, Dehu Road, Maharashtra 412101", Maharashtra Cricket Association Stadium,412101,,,RESIDENTIAL,1BHK,30400000,30400000.0,497.0,Not Specified,1,1.0,,FURNISHED,False,,"Furnished,Balcony",,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674362-a03f1a776276e18c.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674367-357debf889702320.jpg""]",READY_TO_MOVE,0.0,"[""[\""P52100032109\""]""]",kedar-residency-modelcolony-shivajinagar-pune-678656
cmfdyb2yc006rvc900owycgrv,Sonai Clara,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdxt4wr006pvc90zvflron5,"BRT Link Rd, Ravet, Pimpri-Chinchwad, Maharashtra 412101",Chandraprabha corner,412099,,,RESIDENTIAL,2BHK,7916000,7916000.0,719.0,Not Specified,2,1.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025374-12d089344fa03c16.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025374-6b9222f0e2694408.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100080205\""]""]",sonai-clara-brtlinkrd-ravet-pune-029297
cmfdz9fvx0088vc90pw26eyr8,Santiago Skytown,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdyubxb0086vc90glhoi1tr,"Santiago sky town, MP9R+2JG, Ravet Rd, Vikas Nagar, Ravet, Pimpri-Chinchwad, Dehu Road, Maharashtra 412101",Police Station,412101,2BHK,2.0,RESIDENTIAL,2BHK,784300000,784300000.0,767.0,Not Specified,2,1.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-94d95f7bbb80de8a.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-f415324344fe391c.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100077942\""]""]",santiago-skytown-vikasnagar-ravet-pune-632333
cmfdz9fvx0088vc90pw26eyr8,Santiago Skytown,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdyubxb0086vc90glhoi1tr,"Santiago sky town, MP9R+2JG, Ravet Rd, Vikas Nagar, Ravet, Pimpri-Chinchwad, Dehu Road, Maharashtra 412101",Police Station,412101,3BHK,3.0,RESIDENTIAL,3BHK,13900000,13900000.0,1017.0,Not Specified,3,2.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627516-8e8d34b349402165.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627516-8162911bdda309f0.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100077942\""]""]",santiago-skytown-vikasnagar-ravet-pune-632333
cmfe01l6h009gvc90y1zazr09,The silver altair ,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdzm7gn009evc907tntxrwq,"The Silver altair Project Sr.No. 8/1,12/5 Near MNGL CNG Station , Aundh Ravet BRTS RD, Ravet",MNGL CNG Station,412101,2BHK,2.0,RESIDENTIAL,2BHK,8409000,8409000.0,880.0,Not Specified,1,4.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935799-56e60e5d51f758f8.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935800-7ec66eb73cfad6b5.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100035075\""]""]",the-silver-altair--pcmc-ravet-pune-945470
cmfe01l6h009gvc90y1zazr09,The silver altair ,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdzm7gn009evc907tntxrwq,"The Silver altair Project Sr.No. 8/1,12/5 Near MNGL CNG Station , Aundh Ravet BRTS RD, Ravet",MNGL CNG Station,412101,3BHK,3.0,RESIDENTIAL,3BHK,11000000,11000000.0,1048.0,Not Specified,3,2.0,,UNFURNISHED,False,,Balcony,,,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935801-e3046c3165cb6a9a.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935802-e9fd330d696b020e.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P52100035075\""]""]",the-silver-altair--pcmc-ravet-pune-945470
cmff8swbm0001vxp7pe3neibi,testing,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfdn705v001pvc90uyle9m34,asdfgh,sdfgb,123456,,,RESIDENTIAL,5BHK,10088000,10088000.0,9.79,Not Specified,8,8.0,,UNFURNISHED,False,,Balcony,sdfghjhgfdfghjgfdfghgfgh,asdfghjk,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174783708-6bab276d8a2b3207.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174623697-27c4f71a991e078c.jpg""]",READY_TO_MOVE,11.0,"[""123456789""]",testing-modelcolony-shivajinagar-pune-301013
cmftjwws60001vx55r0q7797l,TESTING,RESIDENTIAL,TOWNSHIP,Not Specified,Not Specified,cmfdkuymm0001vc90iiyzkr8d,ADDRESS,LANDMARK,123456,4BHK,4.0,RESIDENTIAL,4BHK,20000000,20000000.0,12.0,Not Specified,1,2.0,,SEMI_FURNISHED,False,,"Furnished,Balcony",PROJECT SUMMARY,about this property hahah,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157387-61f41f3b1aba317d.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157413-fd5b7567dbd1a680.png""]",READY_TO_MOVE,2.0,"[""123124"",""345678""]",testing-somwarpeth-camp-pune-281770
cmftjwws60001vx55r0q7797l,TESTING,RESIDENTIAL,TOWNSHIP,Not Specified,Not Specified,cmfdkuymm0001vc90iiyzkr8d,ADDRESS,LANDMARK,123456,,,RESIDENTIAL,4.5BHK,10000000,10000000.0,122.0,Not Specified,1,2.0,,UNFURNISHED,False,,Balcony,PROJECT SUMMARY,ABOUT PROPERTY ,,,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157414-15c5ef82cad99022.jpg""]",READY_TO_MOVE,2.0,"[""123124"",""345678""]",testing-somwarpeth-camp-pune-281770
cmfw5ivra0001vxnkbozvz8bd,testing igi,RESIDENTIAL,TOWNSHIP,Not Specified,Not Specified,cmfdkuymm0001vc90iiyzkr8d,awsedrftgyhujk,sedrftgyhuj,123456,House_Villa,,RESIDENTIAL,House_Villa,80000000,80000000.0,8.0,Not Specified,5,4.0,,SEMI_FURNISHED,False,,"Furnished,Balcony",aqwsedrftgyhujikozsxdcfvgbhjnkm,asdfghj,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532938-1eb357675429379e.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-b93d0b2a52058cc7.webp""]",READY_TO_MOVE,8.0,"[""[\""12345678\"",\""2345678\""]""]",testing-igi-somwarpeth-camp-pune-541659
cmfw5ivra0001vxnkbozvz8bd,testing igi,RESIDENTIAL,TOWNSHIP,Not Specified,Not Specified,cmfdkuymm0001vc90iiyzkr8d,awsedrftgyhujk,sedrftgyhuj,123456,3BHK,3.0,RESIDENTIAL,3BHK,960000000,960000000.0,69.0,Not Specified,99,88.0,,UNFURNISHED,False,,Balcony,aqwsedrftgyhujikozsxdcfvgbhjnkm,described huh ...?,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-ac73972e2cdcdbfb.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-e10a4f6be6b3cc76.jpg""]",READY_TO_MOVE,8.0,"[""[\""12345678\"",\""2345678\""]""]",testing-igi-somwarpeth-camp-pune-541659
cmfwd377z0008vxgxd9nju858,some project testing,RESIDENTIAL,COMPLEX,Not Specified,Not Specified,cmfdkuymm0001vc90iiyzkr8d,address,landmark,828123,4BHK,4.0,RESIDENTIAL,4BHK,30000000,30000000.0,2.0,Ready,10,12.0,,UNFURNISHED,False,,Balcony,project summary,about property,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243241-c0143b04ebeb03b2.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243242-5810bb1b43a5db87.webp""]",UNDER_CONSTRUCTION,,"[""[\""2345678\"",\""5678\""]""]",some-project-testing-somwarpeth-camp-pune-246958
cmfxrvmuc0009qq138n0vk91p,QUEENS PARK,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfxo3xxc0007qq13foyboh8s,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",Jain mandir ,400071,1BHK,1.0,RESIDENTIAL,1BHK,10900000,10900000.0,413.23,Under Construction,1,1.0,,UNFURNISHED,False,,Balcony,"Queens Park by Vaibhavlaxmi builder & developer is a well-designed residential development in Chembur, Mumbai. It provides contemporary features, convenient connectivity, and peaceful living, all supported by the developer's long-standing heritage and adherence to excellence. Situated in a well-developed suburb with the best infrastructure and great connectivity, the project meets the needs of the city life while affording peace and ease of living.",Na,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551545-37ea5c3b2ad1281f.jpeg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551546-edea4e482b14fe41.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P51800047377\""]""]",queens-park-subhashnagar-chembur-mumbai-554402
cmfxrvmuc0009qq138n0vk91p,QUEENS PARK,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfxo3xxc0007qq13foyboh8s,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",Jain mandir ,400071,2BHK,2.0,RESIDENTIAL,2BHK,18700000,18700000.0,705.14,Under Construction,2,2.0,,UNFURNISHED,False,,Balcony,"Queens Park by Vaibhavlaxmi builder & developer is a well-designed residential development in Chembur, Mumbai. It provides contemporary features, convenient connectivity, and peaceful living, all supported by the developer's long-standing heritage and adherence to excellence. Situated in a well-developed suburb with the best infrastructure and great connectivity, the project meets the needs of the city life while affording peace and ease of living.",Na,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551547-58f19a494160e237.jpeg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551548-68b2c475624ac9aa.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P51800047377\""]""]",queens-park-subhashnagar-chembur-mumbai-554402
cmfxrvmuc0009qq138n0vk91p,QUEENS PARK,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfxo3xxc0007qq13foyboh8s,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",Jain mandir ,400071,3BHK,3.0,RESIDENTIAL,3BHK,23900000,23900000.0,901.26,Under Construction,3,3.0,,UNFURNISHED,False,,Balcony,"Queens Park by Vaibhavlaxmi builder & developer is a well-designed residential development in Chembur, Mumbai. It provides contemporary features, convenient connectivity, and peaceful living, all supported by the developer's long-standing heritage and adherence to excellence. Situated in a well-developed suburb with the best infrastructure and great connectivity, the project meets the needs of the city life while affording peace and ease of living.",,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551551-788c3a56eab050d8.jpeg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551551-635af274c30c9045.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P51800047377\""]""]",queens-park-subhashnagar-chembur-mumbai-554402
cmfxtgtbw0009vxov4t5onh7d,testring999,RESIDENTIAL,COMPLEX,Not Specified,Not Specified,cmfdkuymm0001vc90iiyzkr8d,sdfghj,esrdfghbj,123456,3BHK,3.0,RESIDENTIAL,3BHK,80000000,80000000.0,7.0,Ready,9,9.0,,UNFURNISHED,False,,Balcony,dsgfhjk,sdfghjn,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758708115716-31db7b2bcb6394ec.webp,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758708115716-b28e6ee1732f2e2b.webp""]",UNDER_CONSTRUCTION,,"[""[\""asdfghjkl\""]""]",testring999-somwarpeth-camp-pune-222053
cmfxwmse70001qq0908yt6oar,Queens Glory,RESIDENTIAL,STANDALONE,Not Specified,Not Specified,cmfxo3xxc0007qq13foyboh8s,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",Shri siddhivinayak ganesh temple,400076,,,RESIDENTIAL,1RK ,7944000,7944000.0,331.85,Under Construction,1,1.0,,UNFURNISHED,False,,Balcony,"Queens Glory by VaibhavLaxmi Builders and Developers is a well-designed residential development in Chembur, Mumbai. It provides contemporary features, convenient connectivity, and peaceful living, all supported by the developer's long-standing heritage and adherence to excellence. Situated in a well-developed suburb with the best infrastructure and great connectivity, the project meets the needs of the city life while affording peace and ease of living.",1 RK APARTMENTS,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758713537111-51daa54aa4442c6d.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758713537116-09ebbf05ef9abbaa.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P51800076971\""]""]",queens-glory-subhashnagar-chembur-mumbai-539772
cmfxxh08t0013qq09o0rajcrt,Queens Avenue,RESIDENTIAL,TOWNSHIP,Not Specified,Not Specified,cmfxo3xxc0007qq13foyboh8s,"Subhash Nagar, Chembur, Mumbai Harbour, Mumbai",Shri siddhivinayak ganesh temple,400076,1BHK,1.0,RESIDENTIAL,1BHK,10700000,10700000.0,396.97,Under Construction,1,1.0,,UNFURNISHED,False,,Balcony,"Vaibhavlaxmi Queens Avenue offers well-ventilated homes in Chembur East, combining luxury with modern living standards. With easy access to essential amenities, including schools, hospitals, and shopping malls, the project ensures a convenient lifestyle. Developed by Vaibhavlaxmi Developers, a renowned name in Mumbai's real estate sector, the project promises quality construction and timely delivery, making it a top choice for those seeking an ideal urban living experience.",,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944558-7c8147da421f3025.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944560-7c164d7b1cc645f7.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P51800054458\""]""]",queens-avenue-subhashnagar-chembur-mumbai-949624
cmfxxh08t0013qq09o0rajcrt,Queens Avenue,RESIDENTIAL,TOWNSHIP,Not Specified,Not Specified,cmfxo3xxc0007qq13foyboh8s,"Subhash Nagar, Chembur, Mumbai Harbour, Mumbai",Shri siddhivinayak ganesh temple,400076,2BHK,2.0,RESIDENTIAL,2BHK,15300000,15300000.0,568.98,Under Construction,2,4.0,,UNFURNISHED,False,,Balcony,"Vaibhavlaxmi Queens Avenue offers well-ventilated homes in Chembur East, combining luxury with modern living standards. With easy access to essential amenities, including schools, hospitals, and shopping malls, the project ensures a convenient lifestyle. Developed by Vaibhavlaxmi Developers, a renowned name in Mumbai's real estate sector, the project promises quality construction and timely delivery, making it a top choice for those seeking an ideal urban living experience.",,,https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944560-a72d3b85432ed5df.jpg,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944561-7778f9768558b3c0.jpg""]",UNDER_CONSTRUCTION,,"[""[\""P51800054458\""]""]",queens-avenue-subhashnagar-chembur-mumbai-949624
